,system:index,area,class_id,class_name,territory,version,year,.geo,LEVEL_0,LEVEL_1,LEVEL_2
12,0_1_1,2064.2191291360027,11,Pastizal Inundable,1.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Itapua
13,0_1_2,47.69796056805008,15,Pasturas,1.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Itapua
14,0_1_3,32.36752608577592,24,Infraestructura Urbana,1.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Itapua
15,0_1_4,355.8529570070649,26,Cuerpo de agua,1.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Itapua
16,0_1_5,5.429293692199706,42,Pastizal Abierto,1.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Itapua
17,0_1_6,1275.9684506785118,43,Pastizal Cerrado,1.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Itapua
18,0_1_7,30.975732312960712,57,Cultivos Simples,1.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Itapua
19,0_1_8,0.4403223889480891,58,Cultivos Multiples,1.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Itapua
20,0_2_0,422.9022401204589,3,Leñosas Cerradas,2.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Misiones
21,0_2_1,2.0263329641723624,6,Leñosas Inundables,2.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Misiones
22,0_2_2,4159.389117363,11,Pastizal Inundable,2.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Misiones
23,0_2_3,214.76983821891292,15,Pasturas,2.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Misiones
24,0_2_4,33.397234390258745,24,Infraestructura Urbana,2.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Misiones
25,0_2_5,129.04815057183248,26,Cuerpo de agua,2.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Misiones
26,0_2_6,0.1111218392333984,42,Pastizal Abierto,2.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Misiones
27,0_2_7,3154.4209010073555,43,Pastizal Cerrado,2.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Misiones
28,0_2_8,43.70794235211368,57,Cultivos Simples,2.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Misiones
29,0_2_9,0.9282509978027348,58,Cultivos Multiples,2.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Misiones
30,0_3_0,4.183505511108415,3,Leñosas Cerradas,3.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Asuncion
31,0_3_1,4.207819856933595,6,Leñosas Inundables,3.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Asuncion
32,0_3_2,5.775633804498602,11,Pastizal Inundable,3.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Asuncion
33,0_3_3,0.923157737182616,15,Pasturas,3.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Asuncion
34,0_3_4,93.42046572503088,24,Infraestructura Urbana,3.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Asuncion
35,0_3_5,16.72730840306787,26,Cuerpo de agua,3.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Asuncion
36,0_3_6,4.368960959899915,43,Pastizal Cerrado,3.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Asuncion
37,0_3_7,0.1206501510009764,57,Cultivos Simples,3.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Asuncion
38,0_4_0,201.8323706498164,3,Leñosas Cerradas,4.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Central
39,0_4_1,158.4143788305028,6,Leñosas Inundables,4.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Central
40,0_4_2,806.1407237372255,11,Pastizal Inundable,4.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Central
41,0_4_3,126.42636619439804,15,Pasturas,4.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Central
42,0_4_4,354.5835487225727,24,Infraestructura Urbana,4.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Central
43,0_4_5,99.54001382713368,26,Cuerpo de agua,4.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Central
44,0_4_6,624.2017419182316,43,Pastizal Cerrado,4.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Central
45,0_4_7,36.11973657774407,57,Cultivos Simples,4.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Central
46,0_5_0,737.8563824790672,3,Leñosas Cerradas,5.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Coordillera
47,0_5_1,132.85816970141676,6,Leñosas Inundables,5.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Coordillera
48,0_5_2,1263.887512328071,11,Pastizal Inundable,5.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Coordillera
49,0_5_3,214.54016961962736,15,Pasturas,5.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Coordillera
50,0_5_4,55.34513735888678,24,Infraestructura Urbana,5.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Coordillera
51,0_5_5,49.74456540460203,26,Cuerpo de agua,5.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Coordillera
52,0_5_6,0.3226256516723635,42,Pastizal Abierto,5.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Coordillera
53,0_5_7,2289.551211929914,43,Pastizal Cerrado,5.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Coordillera
54,0_5_8,50.589889093810726,57,Cultivos Simples,5.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Coordillera
55,0_5_9,1.7688721260986338,58,Cultivos Multiples,5.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Coordillera
56,0_6_0,807.3310014486275,3,Leñosas Cerradas,6.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Paraguari
57,0_6_1,53.39739939819219,6,Leñosas Inundables,6.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Paraguari
58,0_6_2,2195.474763837266,11,Pastizal Inundable,6.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Paraguari
59,0_6_3,340.3393398620196,15,Pasturas,6.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Paraguari
60,0_6_4,42.11867441632096,24,Infraestructura Urbana,6.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Paraguari
61,0_6_5,86.6866216374485,26,Cuerpo de agua,6.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Paraguari
62,0_6_6,0.0814599496459961,42,Pastizal Abierto,6.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Paraguari
63,0_6_7,3845.261138255677,43,Pastizal Cerrado,6.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Paraguari
64,0_6_8,28.959080515537103,57,Cultivos Simples,6.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Paraguari
65,0_6_9,0.210007612121582,58,Cultivos Multiples,6.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Paraguari
66,0_7_0,80018.07788157328,3,Leñosas Cerradas,7.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Boqueron
67,0_7_1,2015.4815857949757,4,Leñosas Abiertas,7.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Boqueron
68,0_7_2,1594.2774047356168,6,Leñosas Inundables,7.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Boqueron
69,0_7_3,102.17961991873226,11,Pastizal Inundable,7.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Boqueron
70,0_7_4,4453.665786207975,15,Pasturas,7.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Boqueron
71,0_7_5,56.35984192824798,24,Infraestructura Urbana,7.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Boqueron
72,0_7_6,0.8088501234674206,25,Otras Areas No Vegetadas,7.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Boqueron
73,0_7_7,40.16174687106557,26,Cuerpo de agua,7.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Boqueron
74,0_7_8,0.080436387213015,43,Pastizal Cerrado,7.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Boqueron
75,0_8_0,259.9918366929357,3,Leñosas Cerradas,8.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Caaguazu
76,0_8_1,330.423877063544,11,Pastizal Inundable,8.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Caaguazu
77,0_8_2,19.743488552914908,15,Pasturas,8.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Caaguazu
78,0_8_3,3.14540838739779,24,Infraestructura Urbana,8.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Caaguazu
79,0_8_4,0.263492266052246,26,Cuerpo de agua,8.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Caaguazu
80,0_8_5,0.0048535591430664,42,Pastizal Abierto,8.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Caaguazu
81,0_8_6,822.6729372666449,43,Pastizal Cerrado,8.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Caaguazu
82,0_8_7,28.272089233020772,57,Cultivos Simples,8.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Caaguazu
83,0_8_8,0.2316817330322266,58,Cultivos Multiples,8.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Caaguazu
84,0_9_0,2131.4484802525803,3,Leñosas Cerradas,9.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,San Pedro
85,0_9_1,360.5090314525864,6,Leñosas Inundables,9.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,San Pedro
86,0_9_2,2814.4247109609546,11,Pastizal Inundable,9.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,San Pedro
87,0_9_3,128.6154604505334,15,Pasturas,9.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,San Pedro
88,0_9_4,13.200402332997312,24,Infraestructura Urbana,9.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,San Pedro
89,0_9_5,122.86142211465746,26,Cuerpo de agua,9.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,San Pedro
90,0_9_6,2607.7698616894727,43,Pastizal Cerrado,9.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,San Pedro
91,0_9_7,172.86343291287534,57,Cultivos Simples,9.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,San Pedro
92,0_9_8,29.853014857367675,58,Cultivos Multiples,9.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,San Pedro
93,0_10_0,522.4042366489823,3,Leñosas Cerradas,10.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Caazapa
94,0_10_1,1917.2275810590909,11,Pastizal Inundable,10.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Caazapa
95,0_10_2,31.17242941650805,15,Pasturas,10.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Caazapa
96,0_10_3,5.033118718710517,24,Infraestructura Urbana,10.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Caazapa
97,0_10_4,4.445949202491195,26,Cuerpo de agua,10.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Caazapa
98,0_10_5,1526.0003427155814,43,Pastizal Cerrado,10.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Caazapa
99,0_10_6,15.71823065266182,57,Cultivos Simples,10.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Caazapa
100,0_10_7,0.1911871541099399,58,Cultivos Multiples,10.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Caazapa
101,0_11_0,32268.078143450664,3,Leñosas Cerradas,11.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Presidente Hayes
102,0_11_1,1.047331989963666,4,Leñosas Abiertas,11.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Presidente Hayes
103,0_11_2,37286.94674335635,6,Leñosas Inundables,11.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Presidente Hayes
104,0_11_3,1031.8739294988438,11,Pastizal Inundable,11.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Presidente Hayes
105,0_11_4,2647.8480417682376,15,Pasturas,11.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Presidente Hayes
106,0_11_5,12.17976585720719,24,Infraestructura Urbana,11.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Presidente Hayes
107,0_11_6,295.58409908528444,26,Cuerpo de agua,11.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Presidente Hayes
108,0_11_7,5.648759793525718,43,Pastizal Cerrado,11.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Presidente Hayes
109,0_11_8,100.63861108807436,57,Cultivos Simples,11.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Presidente Hayes
110,0_12_0,69665.78692019898,3,Leñosas Cerradas,12.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Bahia Negra
111,0_12_1,65.49716991726916,4,Leñosas Abiertas,12.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Bahia Negra
112,0_12_2,6234.952959327708,6,Leñosas Inundables,12.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Bahia Negra
113,0_12_3,39.75163681949477,11,Pastizal Inundable,12.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Bahia Negra
114,0_12_4,386.336114153273,15,Pasturas,12.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Bahia Negra
115,0_12_5,4.221927043273922,24,Infraestructura Urbana,12.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Bahia Negra
116,0_12_6,131.64034878335443,26,Cuerpo de agua,12.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Bahia Negra
117,0_12_7,1.5785749016113262,43,Pastizal Cerrado,12.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Bahia Negra
118,0_13_0,75.58836793657001,3,Leñosas Cerradas,13.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Guaira
119,0_13_1,0.0096953221435546,9,Leñosas Cultivadas,13.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Guaira
120,0_13_2,99.17248214936234,11,Pastizal Inundable,13.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Guaira
121,0_13_3,5.483453039360734,15,Pasturas,13.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Guaira
122,0_13_4,2.696179051652981,24,Infraestructura Urbana,13.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Guaira
123,0_13_5,0.9152647385569848,26,Cuerpo de agua,13.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Guaira
124,0_13_6,191.3418285373889,43,Pastizal Cerrado,13.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Guaira
125,0_13_7,10.383314816612756,57,Cultivos Simples,13.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Guaira
126,0_13_8,0.2122085200805662,58,Cultivos Multiples,13.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Guaira
127,0_14_0,556.5164390770658,3,Leñosas Cerradas,14.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Amambay
128,0_14_1,0.0132479114990234,6,Leñosas Inundables,14.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Amambay
129,0_14_2,301.0949096823591,11,Pastizal Inundable,14.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Amambay
130,0_14_3,6.006845545511622,15,Pasturas,14.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Amambay
131,0_14_4,0.034848014099121,24,Infraestructura Urbana,14.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Amambay
132,0_14_5,1.3814954640502957,26,Cuerpo de agua,14.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Amambay
133,0_14_6,0.0974997012939453,42,Pastizal Abierto,14.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Amambay
134,0_14_7,1002.0088455248184,43,Pastizal Cerrado,14.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Amambay
135,0_14_8,1.4902826974240768,57,Cultivos Simples,14.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Amambay
136,0_14_9,0.0441990510074391,58,Cultivos Multiples,14.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Amambay
137,0_15_0,3705.456175035598,3,Leñosas Cerradas,15.0,col5-v2-par-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,PARAGUAY,Concepcion
