,system:index,area,class_id,class_name,territory,version,year,.geo,LEVEL_0,LEVEL_1,LEVEL_2
65,0_4_3,14.644422483163638,11,Pastizal Inundable,4.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Tucumán
66,0_4_4,13.372542916981644,15,Pasturas,4.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Tucumán
67,0_4_5,7.129083922189988,23,Playa y Dunas,4.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Tucumán
68,0_4_6,62.734754665958135,24,Infraestructura Urbana,4.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Tucumán
69,0_4_7,0.3762438283081051,25,Otras Areas No Vegetadas,4.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Tucumán
70,0_4_8,159.8534789910922,26,Cuerpo de agua,4.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Tucumán
71,0_4_9,8.582404000782915,42,Pastizal Abierto,4.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Tucumán
72,0_4_10,113.35838578742268,43,Pastizal Cerrado,4.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Tucumán
73,0_4_11,1.806684633789067,44,Pastizal Disperso,4.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Tucumán
74,0_4_12,16.088175484680182,45,Leñosas Dispersas,4.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Tucumán
75,0_4_13,4443.588483645529,57,Cultivos Simples,4.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Tucumán
76,0_4_14,0.8222094165546481,58,Cultivos Multiples,4.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Tucumán
77,0_5_0,65966.16543230251,3,Leñosas Cerradas,5.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Chaco
78,0_5_1,3487.4741599684467,4,Leñosas Abiertas,5.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Chaco
79,0_5_2,4188.489123564822,6,Leñosas Inundables,5.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Chaco
80,0_5_3,8.590479020568848,9,Leñosas Cultivadas,5.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Chaco
81,0_5_4,8635.769252538086,11,Pastizal Inundable,5.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Chaco
82,0_5_5,1002.8296298073884,15,Pasturas,5.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Chaco
83,0_5_6,0.0007982188110351562,23,Playa y Dunas,5.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Chaco
84,0_5_7,262.8529691582106,24,Infraestructura Urbana,5.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Chaco
85,0_5_8,18.1784833361206,25,Otras Areas No Vegetadas,5.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Chaco
86,0_5_9,317.8501462263886,26,Cuerpo de agua,5.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Chaco
87,0_5_10,177.41533951437816,42,Pastizal Abierto,5.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Chaco
88,0_5_11,7141.806356562787,43,Pastizal Cerrado,5.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Chaco
89,0_5_12,0.0280467178344726,44,Pastizal Disperso,5.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Chaco
90,0_5_13,0.0557869453124999,45,Leñosas Dispersas,5.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Chaco
91,0_5_14,6470.461073866539,57,Cultivos Simples,5.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Chaco
92,0_6_0,46339.77785490065,3,Leñosas Cerradas,6.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Formosa
93,0_6_1,1045.331059482377,4,Leñosas Abiertas,6.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Formosa
94,0_6_2,15764.569229598335,6,Leñosas Inundables,6.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Formosa
95,0_6_3,9.793514594402236,9,Leñosas Cultivadas,6.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Formosa
96,0_6_4,6863.651492266617,11,Pastizal Inundable,6.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Formosa
97,0_6_5,10.341519533867098,15,Pasturas,6.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Formosa
98,0_6_6,133.50127371306218,24,Infraestructura Urbana,6.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Formosa
99,0_6_7,67.6522069089046,25,Otras Areas No Vegetadas,6.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Formosa
100,0_6_8,417.14123400394095,26,Cuerpo de agua,6.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Formosa
101,0_6_9,44.90945176398562,42,Pastizal Abierto,6.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Formosa
102,0_6_10,1433.9997179692791,43,Pastizal Cerrado,6.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Formosa
103,0_6_11,0.0306790620727539,44,Pastizal Disperso,6.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Formosa
104,0_6_12,1716.8343744463266,57,Cultivos Simples,6.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Formosa
105,0_6_13,0.0681097415771484,58,Cultivos Multiples,6.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Formosa
106,0_7_0,15.366356118089778,3,Leñosas Cerradas,7.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Mendoza
107,0_7_1,73.31552763093862,4,Leñosas Abiertas,7.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Mendoza
108,0_7_2,0.068641594909668,15,Pasturas,7.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Mendoza
109,0_7_3,0.5638906090458892,26,Cuerpo de agua,7.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Mendoza
110,0_7_4,1.6832473928655978,32,Salinas,7.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Mendoza
111,0_7_5,0.0073738641077378,44,Pastizal Disperso,7.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Mendoza
112,0_7_6,12.608551016303789,45,Leñosas Dispersas,7.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Mendoza
113,0_8_0,66.20991369511025,3,Leñosas Cerradas,8.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Entre Ríos
114,0_8_1,37.487589808666,4,Leñosas Abiertas,8.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Entre Ríos
115,0_8_2,94.67217058557742,6,Leñosas Inundables,8.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Entre Ríos
116,0_8_3,0.7714034089965817,9,Leñosas Cultivadas,8.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Entre Ríos
117,0_8_4,27.476220067788567,11,Pastizal Inundable,8.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Entre Ríos
118,0_8_5,11.565158750610854,26,Cuerpo de agua,8.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Entre Ríos
119,0_8_6,0.3180071372070316,42,Pastizal Abierto,8.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Entre Ríos
120,0_8_7,110.87335822672468,43,Pastizal Cerrado,8.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Entre Ríos
121,0_8_8,0.0394870278320312,44,Pastizal Disperso,8.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Entre Ríos
122,0_8_9,0.9660703931274396,45,Leñosas Dispersas,8.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Entre Ríos
123,0_8_10,37.055835057682906,57,Cultivos Simples,8.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Entre Ríos
124,0_9_0,67.90815784804467,3,Leñosas Cerradas,9.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,San Juan
125,0_9_1,1596.921526568328,4,Leñosas Abiertas,9.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,San Juan
126,0_9_2,1.7034616199340809,11,Pastizal Inundable,9.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,San Juan
127,0_9_3,0.4160444302978517,24,Infraestructura Urbana,9.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,San Juan
128,0_9_4,0.531886435436773,25,Otras Areas No Vegetadas,9.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,San Juan
129,0_9_5,0.1674977537231444,26,Cuerpo de agua,9.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,San Juan
130,0_9_6,150.41611519389673,32,Salinas,9.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,San Juan
131,0_9_7,57.49651255917109,42,Pastizal Abierto,9.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,San Juan
132,0_9_8,0.061754691833496,43,Pastizal Cerrado,9.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,San Juan
133,0_9_9,128.7549489042495,44,Pastizal Disperso,9.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,San Juan
134,0_9_10,1933.4292418774132,45,Leñosas Dispersas,9.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,San Juan
135,0_9_11,2.3985441517334043,57,Cultivos Simples,9.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,San Juan
136,0_10_0,3786.487389432297,3,Leñosas Cerradas,10.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Jujuy
137,0_10_1,54.30824290775756,4,Leñosas Abiertas,10.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Jujuy
138,0_10_2,0.1031338028564452,6,Leñosas Inundables,10.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Jujuy
139,0_10_3,8.481576206818731,9,Leñosas Cultivadas,10.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Jujuy
140,0_10_4,1.4817507745361325,11,Pastizal Inundable,10.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO,Argentina,Jujuy
